Dummy Data


tensor([[[-1.0397e+00,  9.1375e-01, -1.3073e+00, -1.1072e+00, -1.2233e+00,
           1.1727e+00, -1.0532e+00, -1.1890e-01, -9.1262e-01,  3.4774e-01,
          -5.6881e-01, -2.3293e-01,  1.0022e+00, -7.5332e-01, -2.2706e-01,
          -4.2783e-01, -1.5097e+00, -4.5647e-01, -8.5023e-01,  5.2764e-01],
         [ 3.1664e-02, -4.7394e-02,  1.0650e+00,  8.8904e-01,  4.6432e-01,
          -4.9484e-01,  1.2940e-01,  2.7599e+00,  1.3289e-01,  1.1126e+00,
           3.2335e-01,  1.7481e+00, -7.6019e-01,  1.8247e+00, -2.7533e-01,
          -2.6841e-01, -1.2966e+00, -2.6040e-02, -2.3570e-01, -7.0858e-01],
         [ 1.1556e+00,  4.3006e-01, -1.1862e+00, -7.5076e-01, -9.3716e-01,
          -8.5567e-01, -9.6286e-01, -8.9336e-02, -1.0244e+00,  3.1484e-01,
          -1.6059e+00,  1.8447e+00,  4.8931e-02,  1.5858e+00, -5.8534e-01,
           1.1305e+00,  7.5590e-01, -1.2052e+00, -5.8267e-01, -4.4008e-01],
         [-1.9798e+00,  7.7786e-01, -7.8043e-01, -1.3723e-01,  1.1467e+00,
          -6.2858e-01, -1.4742e+00, -2.1628e-01, -8.7300e-01,  1.6178e+00,
          -2.4230e-01,  9.4222e-01,  2.1169e+00, -9.7036e-01,  1.7918e-01,
          -1.3592e-01, -2.7020e-01,  3.3288e-01,  1.8800e-01,  2.1436e+00],
         [ 8.5324e-01,  9.7557e-02, -6.2104e-02,  8.2726e-01,  5.5717e-01,
          -7.7475e-01,  3.2953e-01,  1.7496e-01,  2.1190e+00,  1.0671e+00,
           2.1007e-02,  1.1206e+00, -1.4907e+00, -2.0184e-01, -1.0451e+00,
          -1.5801e+00,  1.0440e-01, -3.5474e-01,  2.4335e-01,  6.4663e-01],
         [ 8.7290e-01, -9.2698e-01,  1.7625e-01,  1.0247e+00, -4.8413e-01,
          -5.4344e-01, -5.2987e-01, -6.4440e-01,  3.6555e-02, -4.7674e-01,
          -3.5141e-02,  1.1965e+00,  5.3635e-01, -1.9667e-01,  5.9936e-01,
           7.1681e-01,  5.0309e-01,  1.5191e+00, -4.9054e-01,  9.2475e-01],
         [-6.0140e-01, -1.1161e+00,  2.5492e-01, -7.2791e-01, -9.1490e-01,
           1.8744e+00,  1.0131e+00, -1.4472e+00, -7.0562e-02,  3.1640e-01,
           6.0485e-01, -1.4128e+00,  8.3029e-01, -3.0275e-01,  7.0291e-01,
          -2.0295e-01, -1.5870e-01,  1.5562e-01, -4.8052e-02,  3.4120e-01],
         [ 1.2615e-01,  1.5234e-01, -1.3652e+00, -1.6564e+00,  1.0353e+00,
          -1.9595e+00, -1.5394e-01,  1.7371e+00,  2.1980e+00, -6.5845e-01,
           1.3374e+00, -4.4668e-01,  5.5200e-01,  5.3146e-02,  2.5796e-01,
           8.5642e-01,  2.5218e+00, -4.3993e-02, -3.1051e-01, -9.4153e-01],
         [-3.5998e-03,  1.5199e+00,  2.6462e-01, -1.4553e-01,  5.4281e-01,
          -1.5452e+00,  6.4745e-01, -1.1454e+00,  5.9886e-01,  1.1886e+00,
           1.2137e+00, -3.6546e-02, -1.0883e+00,  1.0249e+00,  2.0568e-01,
           3.6537e-02,  3.6284e-01,  3.1573e-01, -8.9764e-01, -6.4015e-01],
         [ 6.1994e-01, -1.6695e-01, -5.7911e-01,  1.2611e+00,  6.9877e-02,
           1.1727e+00,  1.8155e+00, -1.4409e+00, -2.0352e-01, -9.7477e-01,
          -1.4413e+00,  6.4389e-01,  8.9230e-01,  5.8037e-01, -2.4079e-01,
           6.9602e-01, -1.3449e+00,  2.7159e-01, -6.0217e-01, -1.0949e+00],
         [ 1.6325e+00,  1.3963e+00,  8.7483e-01,  3.4017e-01,  4.9928e-01,
          -6.6847e-01, -1.4366e+00,  1.7498e+00, -9.4996e-01, -4.5548e-01,
          -2.9491e-01,  9.2210e-01, -1.2207e+00,  4.1578e-01,  5.0538e-01,
           9.1898e-01, -4.8073e-01,  6.7795e-01, -3.4090e-01, -2.2573e-01],
         [-2.1072e-01,  6.3060e-01, -1.2328e-01, -1.1065e+00, -7.4134e-01,
          -7.9565e-01,  5.5354e-02, -2.3356e+00, -1.0900e+00, -3.7672e-01,
          -9.4833e-03, -6.1687e-02, -8.0629e-01,  1.4307e-01,  8.2564e-01,
           2.2776e-01,  1.2915e+00,  6.4709e-01,  1.2103e+00,  1.3558e+00],
         [-2.8547e-01,  6.0208e-01,  2.2068e-01, -2.1576e-01, -1.6359e+00,
           1.4831e+00,  1.2868e+00,  3.0577e-01,  7.3584e-01,  1.4219e+00,
           3.4007e-01,  3.1835e-02, -1.6042e+00,  2.9967e-01,  1.1611e+00,
          -1.5608e+00,  1.2790e+00, -1.2510e+00,  1.8098e+00,  1.4423e+00],
         [-4.2043e-01,  2.2088e-02, -6.8094e-01, -1.3283e+00,  1.7030e-01,
          -1.4009e+00,  1.5880e+00,  1.0790e+00, -9.0113e-01, -8.1132e-01,
          -1.2578e+00, -1.7291e+00, -3.5836e-01, -9.4566e-01, -1.7308e-01,
           3.9833e-01,  5.7598e-02,  5.8569e-01, -5.8893e-01, -1.4725e+00],
         [-8.5616e-01,  7.3953e-01,  2.9772e-01,  4.7136e-01, -1.1905e+00,
           7.9590e-01, -8.6975e-01,  9.4222e-01,  2.7840e-01, -2.4872e-02,
          -4.5767e-01, -5.7050e-01, -1.0452e+00,  5.8430e-01,  1.8722e+00,
          -2.5825e-01, -2.0786e+00, -6.3631e-01,  4.1078e-01, -1.1470e+00],
         [ 6.0539e-01,  5.7592e-01, -3.3534e+00,  2.8398e-01,  6.9026e-01,
          -7.6168e-01,  1.5654e+00,  3.3514e-01,  7.0918e-01,  4.6278e-01,
          -6.2172e-01,  7.6274e-02,  7.9525e-01, -2.9323e+00,  2.4253e+00,
          -3.9754e-01,  6.4351e-01,  1.6849e+00, -1.7140e+00, -5.3358e-01],
         [-8.8390e-01,  6.5191e-01,  1.0002e+00, -1.4721e+00, -5.0036e-01,
           6.0617e-02,  9.2695e-01, -8.7197e-01, -2.8059e-02, -2.2040e-01,
           1.1608e+00,  6.7424e-02, -1.3171e+00, -2.8128e-01,  2.8849e-02,
          -1.1415e-01,  1.3716e+00,  1.6683e-03,  1.5332e+00, -1.0563e+00],
